Process ID: [2421853] | Arguments:
    all_files: True
    file: Bio-Medical
    model: llama-2-7b-chat-hf
    temperature: 1.0
    top_p: 1.0
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    save_dir: ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/
    assist_model: gpt-4
    prompt_path: ./prompt/generate_fact_ins.txt
Process ID: [2421853] | Loading data from ./prompt_response/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 200
Process ID: [2421853] | Loading exist data from ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json | Total 0
   0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 0 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
   0%|▎                                                              | 1/200 [00:12<42:09, 12.71s/it]   1%|▋                                                              | 2/200 [00:19<30:26,  9.23s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Bio-Medical | Saving 2 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Bio-Medical.json
  0%|▎                                                            | 1/200 [00:19<1:04:51, 19.56s/it]  1%|▌                                                            | 2/200 [00:40<1:07:14, 20.38s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 2 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  2%|▉                                                            | 3/200 [00:57<1:01:34, 18.75s/it]  2%|█▎                                                             | 4/200 [01:06<48:24, 14.82s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 4 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  2%|█▌                                                             | 5/200 [01:18<45:34, 14.03s/it]  3%|█▉                                                             | 6/200 [01:39<52:39, 16.29s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 6 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  4%|██▏                                                            | 7/200 [02:01<58:22, 18.15s/it]  4%|██▍                                                          | 8/200 [02:27<1:06:24, 20.75s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 8 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  4%|██▋                                                          | 9/200 [02:43<1:01:17, 19.26s/it]  5%|███                                                           | 10/200 [02:52<50:34, 15.97s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 10 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  6%|███▍                                                          | 11/200 [03:02<44:20, 14.08s/it]  6%|███▋                                                          | 12/200 [03:21<48:59, 15.63s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 12 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  6%|████                                                          | 13/200 [03:38<50:37, 16.25s/it]  7%|████▎                                                         | 14/200 [03:51<47:17, 15.26s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 14 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  8%|████▋                                                         | 15/200 [04:03<43:56, 14.25s/it]  8%|████▊                                                       | 16/200 [04:39<1:03:16, 20.63s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 16 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
  8%|█████▎                                                        | 17/200 [04:52<55:53, 18.33s/it]  9%|█████▌                                                        | 18/200 [05:02<48:24, 15.96s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 18 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
 10%|█████▉                                                        | 19/200 [05:16<46:12, 15.32s/it] 10%|██████▏                                                       | 20/200 [05:25<39:48, 13.27s/it]Process ID: [2421853] | Model: llama-2-7b-chat-hf | File: Science | Saving 20 items to ./fact/prompt_improvement/few-shot-cot/llama-2-7b-chat-hf/Science.json
